name,email,phone,address,other_info
Lazdijų rajono savivaldybė Noragėlių seniūnija,,,"Noragėliai, 67226 Lazdijų r. sav.",
Lazdijų rajono savivaldybė Seirijų seniūnija,,,"Vytauto g. 44, 67227 Seirijai, Lazdijų r. sav.",
Lazdijų rajono savivaldybė Teizų seniūnija,,,"Teizai, 67201 Lazdijų r. sav.",
Lazdijų rajono savivaldybė Veisiejų miesto seniūnija,,,"Santarvės g.3, Veisiejai, 67043 Lazdijų r. sav.",
Lazdijų rajono savivaldybė Veisiejų seniūnija,,,"Santarvės g.3, 67340 Veisiejai Lazdijų r. sav.",
Lazdijų rajono savivaldybė Šeštokų seniūnija,,,"Dzūkų g. 7, 67422 Šeštokai, Lazdijų r. sav.",
Lazdijų rajono savivaldybė Šlavantų seniūnija,,,"Avižienių k., 67258 Lazdijų r. sav.",
Lazdijų rajono savivaldybė Šventežerio seniūnija,,,"Šventežerio gyvenv., 67203 Lazdijų r. sav.",
Marijampolės savivaldybė Degučių seniūnija,,(8 343) 70 619,"Marijampolė, R. Juknevičiaus g. 28",
Marijampolės savivaldybė Gudelių seniūnija,,(8 343) 37 235,"Marijampolės sav., Gudeliai",
Marijampolės savivaldybė Igliaukos seniūnija,,(8 343) 24 525,"Marijampolės sav., Igliauka, Vytauto g.19",
Marijampolės savivaldybė Liudvinavo seniūnija,,(8 343) 20 425,"Marijampolės sav., Liudvinavas, Vytauto g. 6",
Marijampolės savivaldybė Marijampolės seniūnija,,(8 343) 50 628,"Marijampolė, Lietuvininkų g. 18",
Marijampolės savivaldybė Mokolų seniūnija,,(8 343) 57 762,"Marijampolė, Uosupio g.12-18",
Marijampolės savivaldybė Narto seniūnija,,(8 343) 52 477,"Marijampolė, Lietuvininkų g. 18",
Marijampolės savivaldybė Sasnavos seniūnija,,"(8 343) 28 788, 28 766","Marijampolės sav., Sasnava, Sūduvos g.27",
Marijampolės savivaldybė Šunskų seniūnija,,(8 343) 28 123,"Marijampolės sav., Šunskai, Varpo g. 32",
Mažeikių rajono savivaldybė Laižuvos seniūnija,,(8 443) 44 225,"S.Dariaus ir S.Girėno g. 19, Laižuva, LT-89056 Mažeikių r. sav.",
Mažeikių rajono savivaldybė Mažeikių apylinkės seniūnija,,(8 443) 27 178,"Stoties g. 18, Mažeikiai",
Mažeikių rajono savivaldybė Mažeikių seniūnija,,(8 443) 25 191,"Laisvės g. 39, LT-89222 Mažeikiai",
Mažeikių rajono savivaldybė Reivyčių seniūnija,,(8 443) 40 504,"Laisvės g. 216, Mažeikiai, LT-89305",
Mažeikių rajono savivaldybė Sedos seniūnija,,(8 443) 46 342,"Baranausko a. 1, Seda, LT-89380 Mažeikių r.",
Mažeikių rajono savivaldybė Tirkšlių seniūnija,,(8 443) 48 234,"S.Dariaus ir S.Girėno g. 24, Tirkšliai, LT-89328 Mažeikių r.",
Mažeikių rajono savivaldybė Viekšnių seniūnija,,(8 443) 37 413,"Tilto g. 12, Viekšniai, LT-89492 Mažeikių r.",
Mažeikių rajono savivaldybė Šerkšnėnų seniūnija,,,"Vyšnių g. 2, Šerkšnėnai, LT-89046 Mažeikių r.",
Mažeikių rajono savivaldybė Židikų seniūnija,,,"M.Pečkauskaitės g. 10, Židikai, LT-89442 Mažeikių r.",
Molėtų rajono savivaldybė Alantos seniūnija,,(8 383) 58 180,"Turgaus a. 9, Alantos mstl., LT-4171 Molėtų r.",
Molėtų rajono savivaldybė Balninkų seniūnija,,8-383-44241,"Alaušų g. 21, LT-4173, Balninkų mstl., Molėtų r.",
Molėtų rajono savivaldybė Dubingių seniūnija,,(8 383) 47 141,Dubingių mstl. LT-33261 Molėtų r.,
Molėtų rajono savivaldybė Giedraičių seniūnija,,(8 383) 55141,"Vilniaus g. 26, Giedraičių mstl., LT-4168, Molėtų r.",
Molėtų rajono savivaldybė Inturkės seniūnija,,(8 383) 43 742,"Inturkės k., LT-4160 Molėtų r.",
Molėtų rajono savivaldybė Joniškio seniūnija,,(8 383) 59 142,"Joniškio mstl., LT-4161 Molėtų r.",
Molėtų rajono savivaldybė Luokesos seniūnija,,(8 383) 54 662,"S.Dariaus ir S.Girėno 4, 33102 Molėtai",
Molėtų rajono savivaldybė Mindūnų seniūnija,,(8 383) 48 642,"Mindūnų k., LT-4151 Molėtų r",
Molėtų rajono savivaldybė Suginčių seniūnija,,(8-383) 56 142,"Taikos g. 24, Suginčiai, LT-4154 Molėtų r.",
Molėtų rajono savivaldybė Videniškių seniūnija,,(8 383) 43 697,"Videniškiai, LT-33293 Molėtų r.",
Molėtų rajono savivaldybė Čiulėnų seniūnija,,(8 383) 44 118,"Toliejų k., 33352 Molėtų r. sav.",
Neringos savivaldybė Juodkrantės seniūnija,,(8-469) 5 31 58,"Kalno g. 26, Juodkrantė, LT-5870, Neringa",
Neringos savivaldybė Preilos-Pervalkos seniūnija,,(8-469) 5 51 10,"Preilos g. 27, Preila, LT-93104, Neringa",
Pagėgių savivaldybė Lumpėnų seniūnija,,(8 441) 70 027,"Lumpėnų k., LT-99267 Pagėgių sav.",
Pagėgių savivaldybė Natkiškių seniūnija,,(8 441) 42 140,"Natkiškių k., LT-99232 Pagėgių sav.",
Pagėgių savivaldybė Pagėgių seniūnija,,(8 441) 57 294,"Vilniaus g. 25, Pagėgiai",
Pagėgių savivaldybė Stoniškių seniūnija,,(8 441) 41 739,"Stoniškių k., LT-99304 Pagėgių sav.",
Pagėgių savivaldybė Vilkyškių seniūnija,,(8 441) 55 34,"Vilkyškių miestelis, LT-99254 Pagėgių sav.",
Pakruojo rajono savivaldybė Guostagalio seniūnija,,(8 421) 48 130,"Centrinė g., Guostagalio k., Guostagalio sen., LT-83401 Pakruojo r. sav.",
Pakruojo rajono savivaldybė Klovainių seniūnija,,(8 421) 44 417,"Žalioji g. 19, Klovainių mstl., Klovainių sen., LT-83206 Pakruojo r. sav.",
Pakruojo rajono savivaldybė Linkuvos seniūnija,,(8 421) 64 235,"Vienybės a. 8, Linkuvos m., LT-83443 Pakruojo r. sav.",
Pakruojo rajono savivaldybė Lygumų seniūnija,,(8 421) 43 641,"Naujamiesčio g. 4, Lygumų mstl., Lygumų sen., Pakruojo r. sav.",
Pakruojo rajono savivaldybė Pakruojo seniūnija,,(8 421) 52 495,"Prof. S. Ušinsko g. 26, LT-83153 Pakruojis",
Pakruojo rajono savivaldybė Pašvitinio seniūnija,,(8 421) 49 660,"Joniškio g. 3, Pašvitinio mstl., Pašvitinio sen., Pakruojo r. sav., LT-83342",
Pakruojo rajono savivaldybė Rozalimo seniūnija,,(8 421) 43 230,"Sodžiaus g. 2A, Rozalimo mstl., Rozalimo sen., Pakruojo r. sav.",
Pakruojo rajono savivaldybė Žeimelio seniūnija,,8 617 48 163,"F. Lėjerio al. 1, Žeimelio mstl., Žeimelio sen., Pakruojo r. sav., LT-83379",
Palangos miesto savivaldybė Šventosios seniūnija,,(8 460) 45 257,"Šventosios g. 14, LT-00306 Palanga",
Panevėžio rajono savivaldybė Karsakiškio seniūnija,,"(8-45) 55 27 75, 55 27 47","Lėvens g. 16, Karsakiškis LT-5351, Panevėžio r.",
Panevėžio rajono savivaldybė Krekenavos seniūnija,,"(8-45)593213, 593295","Birutės a. 6, Krekenava, LT-5346 Panevėžio r.",
Panevėžio rajono savivaldybė Miežiškių seniūnija,,"(8-45) 578462, 578463, 578465","Taikos g. 1, Miežiškiai, LT-38117 Panevėžio r.",
Panevėžio rajono savivaldybė Naujamiesčio seniūnija,,(8-45) 599744,"S. Nėries g. 14, Naujamiestis, LT- 5340 Panevėžio r.",
Panevėžio rajono savivaldybė Panevėžio seniūnija,,(845) 582986,"Vasario 16-osios g. 27, LT-5300 Panevėžys",
Panevėžio rajono savivaldybė Paįstrio seniūnija,,(845) 430226,"Gegužinės g. 28, LT-38432 Paįstrys, Panevėžio raj.",
Panevėžio rajono savivaldybė Raguvos seniūnija,,(8-45) 591324,"Laisvės a. 13, Raguva LT-5366 Panevėžio r.",
Panevėžio rajono savivaldybė Ramygalos seniūnija,,(8-45) 592233,"Vadoklių g. 10, Ramygala, LT-5333 Panevėžio r.",
Panevėžio rajono savivaldybė Smilgių seniūnija,,"(8-45) 553524, 553546, 553511, 553667","Panevėžio g. 15, Smilgiai, LT-5341 Panevėžio r.",
Panevėžio rajono savivaldybė Upytės seniūnija,,"(8-45) 555515, 555514","Ėriškių g. 8, Upytė, LT-5335 Panevėžio r.",
Panevėžio rajono savivaldybė Vadoklių seniūnija,,"(8-45) 556318, 556322","Ramygalos g. 39, Vadokliai, LT-5364 Panevėžio r.",
Panevėžio rajono savivaldybė Velžio seniūnija,,(8-45) 586963,"Beržų g. 50, LT-5301 Panevėžys",
Pasvalio rajono savivaldybė Daujėnų seniūnija,,"(8 451) 48 116, 48 139","Stoties g. 2, Daujėnai, LT-39207 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Joniškėlio apylinkių seniūnija,,"(8 451) 38 369, 38 304","Vytauto g. 25, Joniškėlis LT-39305 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Joniškėlio miesto seniūnija,,(8 451) 38 245,"Vytauto g. 25, Joniškėlis LT-39305 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Krinčino seniūnija,,"(8 451) 44 189, 44 104","Žalgirio g. 16, Krinčinas, LT-39463 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Namišių seniūnija,,"(8 451) 47 373, 47 232","Namišiai, LT- 39401 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Pasvalio apylinkių seniūnija,,"(8 451) 34 314, 34 217","Vilniaus g. 5, LT-39149 Pasvalys",
Pasvalio rajono savivaldybė Pasvalio miesto seniūnija,,"(8 451) 34 425, 34 231, 34 280","Vilniaus g. 5, LT-39149 Pasvalys",
Pasvalio rajono savivaldybė Pumpėnų seniūnija,,(8 451) 43 665,"Ąžuolyno g. 5, Pumpėnai, LT-39235 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Pušaloto seniūnija,,"(8 451) 46 749, 46 667","Joniškėlio g. 16, Pušalotas, LT-39257 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Saločių seniūnija,,"(8 451) 40 435, 40 236","Vytauto g. 9, Saločiai, LT-39423 Pasvalio r.sav.",
Pasvalio rajono savivaldybė Vaškų seniūnija,,"(8 451) 41 133, 41 243","Kultūros g. 1, Vaškai, LT-39373 Pasvalio r.sav.",
Plungės rajono savivaldybė Alsėdžių seniūnija,,"(8 448) 48192/292, +370 650 35393","Telšių g. 10B, Alsėdžių mstl., LT-90472 Plungės r.",
Plungės rajono savivaldybė Babrungo seniūnija,,(8 448) 42201,"Platelių g. 21, Babrungo k., 5640 Plungės r.",
Plungės rajono savivaldybė Kulių seniūnija,,(8 448) 45116,"J.Tumo-Vaižganto g. 6, Kulių mstl., LT-90372 Plungės r.",
Plungės rajono savivaldybė Nausodžio seniūnija,,(8 448) 44231,"Kulių g. 72, Varkalių k., 5640 Plungės r.",
Plungės rajono savivaldybė Paukštakių seniūnija,,(8 448) 47868,"Stanelių paštas, Grumblių km., Plungės r.",
Plungės rajono savivaldybė Platelių seniūnija,,"(8 448) 49134, 49160","Plungės r. sav., Plateliai, Didžioji g. 1, LT-90420",
Plungės rajono savivaldybė Plungės miesto seniūnija,,(8 448) 73131,"Vytauto g. 7/9, LT- 9012 Plungė",
Plungės rajono savivaldybė Stalgėnų seniūnija,,(8 448) 45714,"Stalgėnų k., Stalgėnų sen., LT-90358 Plungės r.",
Plungės rajono savivaldybė Šateikių seniūnija,,(8 448) 48587,"Šateikių k., Šateikių sen., Plungės r.",
Plungės rajono savivaldybė Žemaičių Kalvarijos seniūnija,,(8 448) 43147,"Plungės r. sav., Žemaičių Kalvarija, Gardų a. 9, Lt-90443",
Plungės rajono savivaldybė Žlibinų seniūnija,,(8 448) 47 668/612,"Žlibinų k., Žlibinų sen., LT-90261 Plungės r.",
Prienų rajono savivaldybė Ašmintos seniūnija,,(8 319) 47 419,"Ašmintos k., 59326 Prienų r. sav.",
Prienų rajono savivaldybė Balbieriškio seniūnija,,(8-319) 5 91 31,"Klevų g. 4, Balbieriškis, 59243 Prienų r. sav.",
Prienų rajono savivaldybė Išlaužo seniūnija,,(8 - 319) 4 85 17,"Išlaužas, LT-59304 Prienų rajonas",
Prienų rajono savivaldybė Jiezno seniūnija,,(8 - 319) 5 72 30,"J.Basanavičiaus g. 1, Jieznas, LT-59425 Prienų r. sav.",
Prienų rajono savivaldybė Naujosios Ūtos seniūnija,,(8 319) 41 714,"Naujoji Ūta, 59260 Prienų r.",
Prienų rajono savivaldybė Pakuonio seniūnija,,(8 319) 43 338,"Sodų g. 33, Pakuonis, Prienų r.",
Prienų rajono savivaldybė Prienų seniūnija,,(8 319) 52 195,"Vytauto g. 35, 59126 Prienai",
Prienų rajono savivaldybė Stakliškių seniūnija,,(8 319) 45 538,"Vilniaus g. 2, Stakliškės, LT-59369 Prienų r.",
Prienų rajono savivaldybė Veiverių seniūnija,,(8 319) 68 224,"Kauno g. 33, Veiveriai, LT- 59292 Prienų r. sav.",
Prienų rajono savivaldybė Šilavoto seniūnija,,(8 319) 41 331,"Šilavotas, Prienų r. sav.",
Radviliškio rajono savivaldybė Aukštelkų seniūnija,,(8 422) 46 143,"Žalioji g. 1, 82486 Aukštelkai, Radviliškio r.",
Radviliškio rajono savivaldybė Baisogalos seniūnija,,(8 422) 65 334,"Mokyklos g. 4, 82323 Baisogala, Radviliškio r.",
Radviliškio rajono savivaldybė Grinkiškio seniūnija,,(8 422) 46 318,"Tilto g. 41, 82288 Grinkiškis, Radviliškio r.",
Radviliškio rajono savivaldybė Pakalniškių seniūnija,,(8 422) 44 441,"Jaunimo g. 4, Raudondvaris, 82213 Radviliškio r.",
Radviliškio rajono savivaldybė Radviliškio miesto seniūnija,,(8 422) 51 543,"Gedimino g. 8, 82174 Radviliškis",
Radviliškio rajono savivaldybė Radviliškio seniūnija,,(8 422) 53 713,"Gedimino g. 8, 82174 Radviliškis",
Radviliškio rajono savivaldybė Sidabravo seniūnija,,(8 422) 47 649,"Pergalės g. 20, 82251 Sidabravas, Radviliškio r.",
Radviliškio rajono savivaldybė Skėmių seniūnija,,(8 422) 45 135,"82350 Skėmiai, Radviliškio r.",
Radviliškio rajono savivaldybė Tyrulių seniūnija,,(8 422) 44 344,"Liepų g. 11, 82466 Tyruliai, Radviliškio r.",
Radviliškio rajono savivaldybė Šaukoto seniūnija,,(8 422) 46 827,"82412 Šaukotas, Radviliškio r.",
Radviliškio rajono savivaldybė Šeduvos miesto seniūnija,,(8 422) 56 133,"Laisvės a. 6, 82227 Šeduva, Radviliškio r.",
Radviliškio rajono savivaldybė Šiaulėnų seniūnija,,(8 422) 49 644,"Dvaro g. 2, 82323 Baisogala, Radviliškio r.",
Raseinių rajono savivaldybė Ariogalos miesto seniūnija,,(8 428) 50 354,"Vytauto g. 103, 60263 Ariogala, Raseinių r.",
Raseinių rajono savivaldybė Ariogalos seniūnija,,(8 428) 50 244,"Vytauto g. 103, 60263 Ariogala, Raseinių r.",
Raseinių rajono savivaldybė Betygalos seniūnija,,(8 428) 43 372,"Sporto g. 1, Betygala, 60209 Raseinių r.",
Raseinių rajono savivaldybė Girkalnio seniūnija,,(8 428) 45 536,"Šėtupio g.40, 60313 Girkalnis, Raseinių r.",
Raseinių rajono savivaldybė Kalnujų seniūnija,,(8 428) 47 732,"Kalnujai, 60321 Raseinių r.",
Raseinių rajono savivaldybė Nemakščių seniūnija,,(8 428) 48 342,"Laisvės g. 27, 60382 Nemakščiai, Raseinių r.",
Raseinių rajono savivaldybė Pagojukų seniūnija,,(8 428) 46 536,"Liolingos g. 1, Kaulakių k., 60456 Raseinių r.",
Raseinių rajono savivaldybė Paliepių seniūnija,,(8 428) 44 787,"Sujainiai, 60344 Raseinių r.",
Raseinių rajono savivaldybė Raseinių miesto seniūnija,,8 428 51 570,"Maironio g. 38, 60151 Raseiniai",
Raseinių rajono savivaldybė Raseinių seniūnija,,(8 428) 51 650,"Maironio g. 38, 60151 Raseiniai",
Raseinių rajono savivaldybė Viduklės seniūnija,,(8 428) 55 378,"Kęstučio g. 16, 60349 Viduklė, Raseinių r.",
Raseinių rajono savivaldybė Šiluvos seniūnija,,(8 428) 43 167,"Bukoto g. 8, 60432 Šiluva, Raseinių r.",
Rietavo savivaldybė Daugėdų seniūnija,,8 448 45 887,"Daugėdų k., Daugėdų sen., Rietavo sav.",
Rietavo savivaldybė Medingėnų seniūnija,,8 448 41 711,"Medingėnų k., Medingenų sen., Rietavo sav.",
Rietavo savivaldybė Rietavo miesto seniūnija,,8 448 73 221,"Oginskių g., 8, Rietavas",
Rietavo savivaldybė Rietavo seniūnija,,(8 448) 68 256,"Oginskių g. 8, 90311 Rietavas",
Rietavo savivaldybė Tverų seniūnija,,8 448 41 174,"Žemaičių a., Tverai, Rietavo sav.",
Rokiškio rajono savivaldybė Juodupės seniūnija,,(8 458) 57 175,"Pergalės g. 8 B, Juodupė, LT-42466",
Rokiškio rajono savivaldybė Jūžintų seniūnija,,(8 458) 44 224,"J. O. Širvydo g. 31, Jūžintai, LT - 42263",
Rokiškio rajono savivaldybė Kamajų seniūnija,,(8 458) 27 174,"Vilniaus g. 4, Kamajai, LT - 42284",
Rokiškio rajono savivaldybė Kazliškio seniūnija,,(8 458) 42 787,"Paliepio g. 13, Kazliškis, LT - 42357",
Rokiškio rajono savivaldybė Kriaunų seniūnija,,(8 458) 41 830,"Liepų g. 2, Kriaunos, LT - 42254",
Rokiškio rajono savivaldybė Obelių seniūnija,,(8 458) 71 638,"Dariaus ir Girėno g. 6, Obeliai, LT-42216 Rokiškio r.",
Rokiškio rajono savivaldybė Pandėlio seniūnija,,(8 458) 79 260,"Vytauto a. 9, Pandėlys, LT - 42370",
Rokiškio rajono savivaldybė Panemunėlio seniūnija,,(8 458) 63 332,"Stoties g. 4, Panemunėlio gel. stotis, LT - 42325",
Rokiškio rajono savivaldybė Rokiškio kaimiškoji seniūnija,,(8 458) 52 548,"Respublikos g. 94, Rokiškis, LT - 42136",
Rokiškio rajono savivaldybė Rokiškio miesto seniūnija,,(8 458) 51 948,"Respublikos g. 94, Rokiškis, LT - 42136",
Skuodo rajono savivaldybė Aleksandrijos seniūnija,,(8 440) 43615,"Liepų g. 1, Aleksandrija, LT-98332 Skuodo r.",
Skuodo rajono savivaldybė Barstyčių seniūnija,,(8 440) 53321,"Skuodo g. 2, Barstyčiai, LT-98226 Skuodo r.",
Skuodo rajono savivaldybė Lenkimų seniūnija,,(8 440) 56615,"S. Daukanto g. 59, Lenkimai, LT-98301 Skuodo r.",
Skuodo rajono savivaldybė Mosėdžio seniūnija,,,"Kęstučio g. 4, Mosėdis, LT-98268 Skuodo r.",
Skuodo rajono savivaldybė Notėnų seniūnija,,(8 440) 47188,"Notės g. 30, Notėnai, LT-98261 Skuodo r.",
Skuodo rajono savivaldybė Skuodo miesto seniūnija,,(8 440) 73977,"Vilniaus g. 13, Skuodas, LT-98112 Skuodas",
Skuodo rajono savivaldybė Skuodo seniūnija,,(8 440) 73987,"Vilniaus g. 13, Skuodas, LT-98112 Skuodas",
Skuodo rajono savivaldybė Ylakių seniūnija,,(8 440) 57221,"Sedos g. 3, Ylakiai, LT-98353 Skuodo r.",
Skuodo rajono savivaldybė Šačių seniūnija,,(8 440) 46615,"Beržo g. 1, Šatės, LT-98242 Skuodo r.",
Tauragės rajono savivaldybė Batakių seniūnija,,(8 446) 41 791,"Ateities g. 18 Batakiai, Tauragės r. sav.",
Tauragės rajono savivaldybė Gaurės seniūnija,,(8 446) 46 432,"Gaurės g. 17, Gaurės km., Tauragės r.",
Tauragės rajono savivaldybė Lauksargių seniūnija,,(8 446)4 11 24,"Beržų g. 1, Lauksargių km., Lauksargių sen., LT-73204 Tauragės r.",
Tauragės rajono savivaldybė Mažonų seniūnija,,(8 446) 41 964,"Tujų g. 13, Mažonų km., Mažonų sen., Tauragės raj.",
Tauragės rajono savivaldybė Skaudvilės seniūnija,,(8 446) 58 237,"Upynos g. 3, Skaudvilė, Tauragės raj.",
Tauragės rajono savivaldybė Tauragės miesto seniūnija,,(8 446) 61 512,"V. Kudirkos g. 9, LT-72258 Tauragė.",
Tauragės rajono savivaldybė Tauragės seniūnija,,(8 446) 61 652,"Prezidento g. 7, Tauragė",
Tauragės rajono savivaldybė Žygaičių seniūnija,,(8 446) 44 836,"Žygaičių g. 27, Žygaičių km., Žygaičių sen., Tauragės r.",
Telšių rajono savivaldybė Degaičių seniūnija,,(8-444) 45342,"Anulėnų g. 3, Degaičių k., Telšių r.",
Telšių rajono savivaldybė Gadūnavo seniūnija,,(8-444) 41791,"Gadūnavo mstl. LT-88075, Telšių r.",
Telšių rajono savivaldybė Luokės seniūnija,,(8-444) 43245,"Kuršėnų g.1, Luokės mstl., Telšių r. sav., LT–88236",
Telšių rajono savivaldybė Nevarėnų seniūnija,,(8-444) 44146,"Liepų g. 16, LT- 88468 Nevarėnai, Telšių r.",
Telšių rajono savivaldybė Ryškėnų seniūnija,,(8-444) 72234,"Masčio g. 5, Ryškėnų km., LT-87430, Telšių r.",
Telšių rajono savivaldybė Telšių miesto seniūnija,,(8-444) 51598,"Turgaus a. 7, LT-87122 Telšiai",
Telšių rajono savivaldybė Tryškių seniūnija,,(8-444) 79334,"Stoties g. 1, Tryškių mstl., Telšių r.",
Telšių rajono savivaldybė Upynos seniūnija,,(8-444) 44714,"Kuršėnų g. 26A, Upynos k., LT-88226, Telšių r.",
Telšių rajono savivaldybė Varnių seniūnija,,(8-444) 47445,"Vytauto g. 2, Varniai, LT-88320 Telšių r.",
Telšių rajono savivaldybė Viešvėnų seniūnija,,(8-444) 43590,"Getautės g. 1, Viešvėnų I k., Telšių r.",
Telšių rajono savivaldybė Žarėnų seniūnija,,(8-444) 40545,"Varnių g. 1, Žarėnų mstl, Telšių r., LT-88379",
Trakų rajono savivaldybė Aukštadvario seniūnija,,8-528 65227,"Skrebės g. 2 LT-21254, Aukštadvaris Trakų r. sav.",
Trakų rajono savivaldybė Grendavės seniūnija,,"(8 528) 42413, 42448","Grendavė, Trakų r. sav., LT-21191",
Trakų rajono savivaldybė Lentvario seniūnija,,8 (528) 28444,"Klevų al. 47a, Lentvaris",
Trakų rajono savivaldybė Onuškio seniūnija,,(8 528) 62218,"Daugų g. 2, LT-21213, Onuškis Trakų r. sav.",
Trakų rajono savivaldybė Paluknio seniūnija,,8- 528 61233,"LT-21168, Paluknys Trakų r. sav.",
Trakų rajono savivaldybė Rūdiškių seniūnija,,(8 528) 57 214,"Trakų g. 67 LT-21171, Rūdiškės Trakų r. sav.",
Trakų rajono savivaldybė Senųjų Trakų seniūnija,,(8 528) 66 536,"Trakų g. 50 LT-21146, Senieji Trakai Trakų r. sav.",
Trakų rajono savivaldybė Trakų seniūnija,,"(8 528) 55730, 55711","Vytauto g. 33, Trakai, LT-21106",
Ukmergės rajono savivaldybė Deltuvos seniūnija,,(8-340) 47131,"Deltuvos miestelis , Ukmergės rajonas , LT-20306",
Ukmergės rajono savivaldybė Lyduokių seniūnija,,8-340-42425,"Taikos g. 2, Lyduokių mstl., Ukmergės r., LT-20387",
Ukmergės rajono savivaldybė Pabaisko seniūnija,,(8-340) 41466,Pabaisko mstl. Ukmergės raj.,
Ukmergės rajono savivaldybė Pivonijos seniūnija,,(8-340) 51642,"Vytauto g. 39, LT-20114 Ukmergė",
Ukmergės rajono savivaldybė Siesikų seniūnija,,(8-340) 46468,"Ukmergės rajonas, Siesikų mstl., Draugystės g.2",
Ukmergės rajono savivaldybė Taujėnų seniūnija,,(8- 340) 45293,"Taujėnai, Ukmergės raj.",
Ukmergės rajono savivaldybė Ukmergės miesto seniūnija,,(8-340) 63483,"Vytauto g. 88, LT-201777 Ukmergė",
Ukmergės rajono savivaldybė Veprių seniūnija,,(8-340) 41185,"Vepriai, LT-20036 Ukmergės rajonas",
Ukmergės rajono savivaldybė Vidiškių seniūnija,,(8-340) 46133,"Ukmergės g. 23, Vidiškių mstl., Ukmergės raj.",
Ukmergės rajono savivaldybė Šešuolių seniūnija,,(8-340) 41754,"Liaušių km., Ukmergės raj.",
Ukmergės rajono savivaldybė Želvos seniūnija,,(8-340) 42223,"Želva, Ukmergės raj.",
Ukmergės rajono savivaldybė Žemaitkiemio seniūnija,,(8-340) 41936,"Dariaus ir Girėno g-vė 15, Žemaitkiemis, Ukmergės raj.",
Utenos rajono savivaldybė Daugailių seniūnija,,(8-389) 35580,"Daugailiai, Didžioji g. 48 LT-28414 Utenos rajonas",
Utenos rajono savivaldybė Kuktiškių seniūnija,,(8-389) 33367,"Aukštaičių g. 1 LT-28021 Kuktiškių mstl., Utenos r.",
Utenos rajono savivaldybė Leliūnų seniūnija,,"(8 389) 60744, (8 389) 60816, (8 389) 60745","Liepų g.1, Leliūnų mstl. Utenos r. sav., LT- 28361",
Utenos rajono savivaldybė Saldutiškio seniūnija,,(8-389) 36781,"Laisvės a. 2 LT-28018 Saldutiškis, Utenos r.",
Utenos rajono savivaldybė Sudeikių seniūnija,,"(8-389) 34323, (8-389) 34310","Aukštaičių g. 12 LT-28039 Sudeikių mstl., Utenos raj.",
Utenos rajono savivaldybė Tauragnų seniūnija,,(8-389) 32371,"A. Musteikio g. 35 LT-28012 Tauragnai, Utenos raj.",
Utenos rajono savivaldybė Utenos miesto seniūnija,,(8-389) 64037,"Utenio a. 4, LT-28503 Utena",
Utenos rajono savivaldybė Utenos seniūnija,,(8-389) 61648,Utenio a. 4 LT - 28503 Utena,
Utenos rajono savivaldybė Užpalių seniūnija,,(8-389) 31104,"Basanavičiaus g. 1 LT - 28033 Užpaliai, Utenos r.",
Utenos rajono savivaldybė Vyžuonų seniūnija,,"(8-389) 60213, (8-389) 60047","Šilo g. 4 LT - 28030 Vyžuonos, Utenos raj.",
Varėnos rajono savivaldybė Jakėnų seniūnija,,45 136,"Adresas Žilinai, Varėnos r., 65055",
Varėnos rajono savivaldybė Kaniavos seniūnija,,49 331,"Adresas Panočiai., Varėnos r., 65243",
Varėnos rajono savivaldybė Marcinkonių seniūnija,,44 403,"Marcinkonys, Varėnos r., Miškininkų g.1, 65303",
Varėnos rajono savivaldybė Matuizų seniūnija,,40 632,"Matuizos, Varėnos r., Kalno g.8, 65470",
Varėnos rajono savivaldybė Merkinės seniūnija,,57 132,"Merkinė, Varėnos r., Gardino g.1, 65337",
Varėnos rajono savivaldybė Valkininkų seniūnija,,56 100,"Valkininkai, Varėnos r., Vilniaus g.15 65438",
Varėnos rajono savivaldybė Varėnos seniūnija,,32029,"J. Basanavičiaus g.40, Varėna 65210",
Varėnos rajono savivaldybė Vydenių seniūnija,,33 082,"Vydeniai, Varėnos r., 65230",
Vilkaviškio rajono savivaldybė Bartninkų seniūnija,,(8 342) 66 011,"Kodas 1886 25892,Bartninkų mstl., LT-70327, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Gižų seniūnija,,(8 342) 66 014,"Kodas 1886 26460, Gižų k., LT-70314, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Gražiškių seniūnija,,(8 342) 66 018,"Kodas 1886 26841, Gražiškių mstl., LT-70029, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Keturvalakių seniūnija,,(8 342) 66 022,"Kodas 1886 26318,Keturvalakių mstl., LT-70321, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Klausučių seniūnija,,(8 342) 66 026,"Kodas 1886 25935, Klausučių k., LT-70462, Vilkaviškio r.",
Vilkaviškio rajono savivaldybė Kybartų seniūnija,,(8 342) 66 060,"Kodas 1886 26275,J.Basanavičiaus g. 54a, Kybartai, Vilkaviškio r.",
