"Seniūnijos pav.","Gatvės pavadinimas","Pastatų numeriai","Komentarai"
"Naujosios Vilnios","Grūdų Sodų 9-oji ",,
"Naujosios Vilnios","Grūdų Sodų 10-oji ",,
"Naujosios Vilnios","Grūdų Sodų 11-oji ",,
"Naujosios Vilnios","Grūdų Sodų 12-oji ",,
"Naujosios Vilnios","Grūdų Sodų 13-oji ",,
"Naujosios Vilnios","Grūdų Sodų 14-oji ",,
"Naujosios Vilnios","Gurių Sodų 1-oji ",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 2-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 3-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 4-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 5-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 6-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 7-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 8-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 9-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 10-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 11-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 12-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 13-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 14-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 15-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 16-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 17-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 18-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 19-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 20-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 21-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 22-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 23-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 24-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 25-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 26-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 27-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 28-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 29-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 30-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 31-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 32-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Gurių Sodų 33-oji",,"s/b „Jurginas‘ iki s/b „Ramybė‘"
"Naujosios Vilnios","Ievų",,
"Naujosios Vilnios","Ispanų",,
"Naujosios Vilnios","Italų",,
"Naujosios Vilnios","Ivaniškių Sodų 1-oji",,"s/b „Mozaika“"
"Naujosios Vilnios","Ivaniškių Sodų 2-oji",,"s/b „Mozaika“"
"Naujosios Vilnios","Ivaniškių Sodų 3-oji",,"s/b „Mozaika“"
"Naujosios Vilnios","Ivaniškių Sodų 4-oji",,"s/b „Mozaika“"
"Naujosios Vilnios","Ivaniškių Sodų 5-oji",,"s/b „Mozaika“"
"Naujosios Vilnios","K. Jakubėno",,
"Naujosios Vilnios","Jakštonių",,
"Naujosios Vilnios","Jazminų",,
"Naujosios Vilnios","Juodasis kelias","19-9999, 20-10000",
"Naujosios Vilnios","Juodupio",,
"Naujosios Vilnios","V. Jurgučio",,
"Naujosios Vilnios","Jurginų",,
"Naujosios Vilnios","Jurotiškių",,
"Naujosios Vilnios","Kalnėnų",,
"Naujosios Vilnios","Kalno",,
"Naujosios Vilnios","Kampo",,
"Naujosios Vilnios","Kaniaviškių",,
"Naujosios Vilnios","Karklėnų",,
"Naujosios Vilnios","Karklų",,
"Naujosios Vilnios","Katkų",,
"Naujosios Vilnios","J. Kėkšto",,
"Naujosios Vilnios","Kirtavietės",,
"Naujosios Vilnios","Klonių",,
"Naujosios Vilnios","A. Kojelavičiaus",,
"Naujosios Vilnios","M. Krupavičiaus",,
"Naujosios Vilnios","J. Kolaso",,
"Naujosios Vilnios","Kučkuriškių",,
"Naujosios Vilnios","A. Kulviečio",,
"Naujosios Vilnios","J. Kupalos",,
"Naujosios Vilnios","Kuodiškių",,
"Naujosios Vilnios","Kurapkų",,
"Naujosios Vilnios","Latežerio",,
"Naujosios Vilnios","B. Laurinavičiaus",,
"Naujosios Vilnios","Lazūnų",,
"Naujosios Vilnios","Lelijų",,
"Naujosios Vilnios","Liepto",,
"Naujosios Vilnios","Liepų alėja",,
"Naujosios Vilnios","Linksmoji",,
"Naujosios Vilnios","Linų",,
"Naujosios Vilnios","A. Liobytės",,
"Naujosios Vilnios","Liškiavos",,
"Naujosios Vilnios","Lipniškių",,
"Naujosios Vilnios","S. Lozoraičio",,
"Naujosios Vilnios","A. Maceinos",,
"Naujosios Vilnios","R. Mackonio",,
"Naujosios Vilnios","D. Malinausko",,
"Naujosios Vilnios","Daulių",,
"Naujosios Vilnios","Medaus",,
"Naujosios Vilnios","Meškonių",,
"Naujosios Vilnios","Miškadvario",,
"Naujosios Vilnios","Mickūnų",,
"Naujosios Vilnios","Migūnų",,
"Naujosios Vilnios","Minsko plentas","22-10000",
"Naujosios Vilnios","V. Mirono",,
"Naujosios Vilnios","Mirtų",,
"Naujosios Vilnios","Mūrinė",,
"Naujosios Vilnios","S. Narutavičiaus",,
"Naujosios Vilnios","Nasturtų",,
"Naujosios Vilnios","Naujoji",,
"Naujosios Vilnios","Nevidonių",,
"Naujosios Vilnios","Norvegų",,
"Naujosios Vilnios","Paeglinės",,
"Naujosios Vilnios","Paeglinės Sodų 1-oji      ",,
"Naujosios Vilnios","Paeglinės Sodų 2-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 3-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 4-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 5-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 6-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 7-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 8-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 9-oji       ",,
"Naujosios Vilnios","Paeglinės Sodų 10-oji       ",,
"Naujosios Vilnios","Palaukės",,
"Naujosios Vilnios","L. Palevičiaus",,
"Naujosios Vilnios","Palydovo",,
"Naujosios Vilnios","Pamiškio",,
"Naujosios Vilnios","Paparčių",,
"Naujosios Vilnios","Parko",,
"Naujosios Vilnios","A. Paškevič-Ciotkos",,
"Naujosios Vilnios","Pavėsio",,
"Naujosios Vilnios","Pavilnio","41-9999, 6-10000",
"Naujosios Vilnios","Pavilnio Sodų 1-oji",,
"Naujosios Vilnios","Pavilnio Sodų 2-oji",,
"Naujosios Vilnios","Pavilnio Sodų 3-oji",,
"Naujosios Vilnios","Pavilnio Sodų 4-oji",,
"Naujosios Vilnios","Pavilnio Sodų 5-oji",,
"Naujosios Vilnios","Pavilnio Sodų 6-oji",,
"Naujosios Vilnios","Pavilnio Sodų 7-oji",,
"Naujosios Vilnios","Pavilnio Sodų 8-oji",,
"Naujosios Vilnios","Pavilnio Sodų 9-oji",,
"Naujosios Vilnios","Pavilnio Sodų 10-oji",,
"Naujosios Vilnios","Pavilnio Sodų 11-oji",,
"Naujosios Vilnios","Pavilnio Sodų 12-oji",,
"Naujosios Vilnios","Pavilnio Sodų 13-oji",,
"Naujosios Vilnios","Pavilnio Sodų 14-oji",,
"Naujosios Vilnios","Pavilnio Sodų 15-oji",,
"Naujosios Vilnios","Pavilnio Sodų 16-oji",,
"Naujosios Vilnios","Pavilnio Sodų 17-oji",,
"Naujosios Vilnios","Pavilnio Sodų 18-oji",,
"Naujosios Vilnios","Pavilnio Sodų 19-oji",,
"Naujosios Vilnios","Pavilnio Sodų 20-oji",,
"Naujosios Vilnios","Pavilnio Sodų 21-oji",,
"Naujosios Vilnios","Pavilnio Sodų 22-oji",,
"Naujosios Vilnios","Pempių",,
"Naujosios Vilnios","Pempių Sodų",,"s/b „Spalis“"
"Naujosios Vilnios","Pempių Sodų 1-oji",,"s/b „Spalis“"
"Naujosios Vilnios","Pempių Sodų 2-oji ",,"s/b „Spalis“"
"Naujosios Vilnios","Pempių Sodų 3-oji",,"s/b „Spalis“"
"Naujosios Vilnios","Pergalės",,
"Naujosios Vilnios","Plytų",,
"Naujosios Vilnios","Portugalų",,
"Naujosios Vilnios","Pramonės",,
"Naujosios Vilnios","Prancūzų",,
"Naujosios Vilnios","Priekalo",,
"Naujosios Vilnios","Punios",,
"Naujosios Vilnios","Pūčkorių",,
"Naujosios Vilnios","Raigardo",,
"Naujosios Vilnios","Rakonių",,
"Naujosios Vilnios","Retkonių",,
"Naujosios Vilnios","S. Raštikio",,
"Naujosios Vilnios","Rimdžiūnų",,
"Naujosios Vilnios","Rytų",,
"Naujosios Vilnios","Rokantiškių","2-10000",
"Naujosios Vilnios","Rokantos",,
"Naujosios Vilnios","Rugiagėlių",,
"Naujosios Vilnios","Rukainių",,
"Naujosios Vilnios","Samalaukės",,
"Naujosios Vilnios","Saulenių",,
"Naujosios Vilnios","V. Sirokomlės",,
"Naujosios Vilnios","N. Vėliaus",,
"Naujosios Vilnios","Skaidiškių",,
"Naujosios Vilnios","Skardžio",,
"Naujosios Vilnios","Skydo",,
"Naujosios Vilnios","J. Slovackio",,
"Naujosios Vilnios","Smurgainių",,
"Naujosios Vilnios","Sodelio",,
"Naujosios Vilnios","Sodžiaus",,
"Naujosios Vilnios","R. Stašio",,
"Naujosios Vilnios","J. Staugaičio",,
"Naujosios Vilnios","Strelčiukų",,
"Naujosios Vilnios","Svajos",,
"Naujosios Vilnios","Suomių",,
"Naujosios Vilnios","S. Šalkausko",,
"Naujosios Vilnios","Šiaurės",,
"Naujosios Vilnios","Šiaurės Sodų 1-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 2-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 3-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 4-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 5-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 6-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 7-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Šiaurės Sodų 8-oji ",,"s/b „Vilnelė“"
"Naujosios Vilnios","Škotų",,
"Naujosios Vilnios","S. Šilingo",,
"Naujosios Vilnios","Švedų",,
"Naujosios Vilnios","M. Šikšnio",,
"Naujosios Vilnios","Širšių",,
"Naujosios Vilnios","P. B. Šivickio",,
"Naujosios Vilnios","Švarioji",,
"Naujosios Vilnios","Švendubrės",,
"Naujosios Vilnios","Taboro",,
"Naujosios Vilnios","Tako",,
"Naujosios Vilnios","Taugotiškių",,
"Naujosios Vilnios","Tolimoji",,
"Naujosios Vilnios","Tolimosios Sodų",,"s/b „Veteranas“"
"Naujosios Vilnios","Tolimosios Sodų 1-oji ",,"s/b „Veteranas“"
"Naujosios Vilnios","Tolimosios Sodų 2-oji ",,"s/b „Veteranas“"
"Naujosios Vilnios","Tolimosios Sodų 3-oji ",,"s/b „Veteranas“"
"Naujosios Vilnios","Tolimosios Sodų 4-oji ",,"s/b „Veteranas“"
"Naujosios Vilnios","M. Tomonio",,
"Naujosios Vilnios","Topolių",,
"Naujosios Vilnios","Tremtinių",,
"Naujosios Vilnios","Tulpių",,
"Naujosios Vilnios","Tuputiškių",,
"Naujosios Vilnios","Untulių",,
"Naujosios Vilnios","Uosių",,
"Naujosios Vilnios","Uosių Sodų 1-oji ",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 2-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 3-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 4-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 5-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 6-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 7-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 8-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 9-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 10-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 11-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 12-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 13-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 14-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 15-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 16-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 17-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 18-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 19-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 20-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 21-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 22-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 23-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 24-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 25-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 26-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 27-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 28-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Uosių Sodų 29-oji",,"s/b „Ąžuolas“"
"Naujosios Vilnios","Užkiemių",,"s/b „Mechanizatorius“"
"Naujosios Vilnios","Užkiemių Sodų 1-oji",,"s/b „Matininkas“"
"Naujosios Vilnios","Užtvankos",,
"Naujosios Vilnios","Ūlos",,
"Naujosios Vilnios","J. Urbšio",,
"Naujosios Vilnios",,,
"Naujosios Vilnios","Vaisių",,
"Naujosios Vilnios","Vaismedžių",,
"Naujosios Vilnios","Vaivos",,
"Naujosios Vilnios","Vandens",,
"Naujosios Vilnios","Varnionių",,
"Naujosios Vilnios","Vengrų",,
"Naujosios Vilnios","Verbų",,
"Naujosios Vilnios","Verbų skg.",,
"Naujosios Vilnios","Versmių",,
"Naujosios Vilnios","Viršupio",,
"Naujosios Vilnios","A. Valdemaro",,
"Naujosios Vilnios","Zavadskių",,
"Naujosios Vilnios","Žaliakalnio",,
"Naujosios Vilnios","Žaliakalnio Sodų 1-oji ",,"s/b „Sodininkas“"
"Naujosios Vilnios","Žaliakalnio Sodų 2-oji",,"s/b „Sodininkas“"
"Naujosios Vilnios","G. Žemkalnio",,
"Naujosios Vilnios","Žemoji",,
"Naujosios Vilnios","Žiedų",,
"Naujosios Vilnios","V. Žilėno",,
"Naujosios Vilnios","Žilvičių",,
"Naujosios Vilnios","P. Žižmario",,
"Naujosios Vilnios","Žodiškių",,
"Naujosios Vilnios","Žvirblių",,
"Panerių","Gairinės g.",,
"Panerių","Drūkšių g.",,
"Panerių","Agrastų g. ",,
"Panerių","Baltosios Vokės g.",,
"Panerių","Baravykų g.",,
"Panerių","Diemedžio g.",,
"Panerių","Juodšilių g.",,
"Panerių","Gariūnų g.",,
"Panerių","Bubliškių g.",,
"Panerių","Grinės g.",,
"Panerių","Maksimiliškių g.",,
"Panerių","Paneriškių g.",,
"Panerių","Galvės g.",,
"Panerių","Granito g.",,
"Panerių","V. A. Graičiūno g.",,
"Panerių","Kadugių g.",,
"Panerių","Kirtimų g.",,
"Panerių","Kibirkšties g.",,
"Panerių","Margirio g.",,
"Panerių","Miško g.",,
"Panerių","Moksleivių g.",,
"Panerių","Neskučių g.",,
"Panerių","Pagirio g.",,
"Panerių","Pašto g.",,
"Panerių","Vasarotojų g.",,
"Panerių","Vilijos g.",,
"Panerių","Jočionių g.","56-64, 57-63",
"Panerių","Zuikių g.","10, 20-26, 30, 31, 32, 33-51, 51A, 53-67, 54-62, 70",
"Panerių","Vaduvos g.","207-215, 215A, 217, 227-231, 241, 250A, 250B, 266, 268, 276",
"Panerių","Titnago g. ",,
"Panerių","Savanorių pr.",,
"Panerių","Dubliškių g.","56-68, 57-67",
"Panerių","Jono Rustamo g.",,
"Panerių","Ūmėdžių g.",,
"Panerių","Žarijų g.",,
"Panerių","Fermentų g.",,
"Panerių","Pirklių g.",,
"Panerių","Pietinė g.",,
"Panerių","Voverių g.",,
"Panerių","Gariūnų aklg.",,
"Panerių","Liepalingio g.",,
"Panerių","J. Tiškevičiaus g.",,
"Panerių","E. Andre g.",,
"Panerių","Trampolio g.",,
"Panerių","Žalioji a.",,
"Panerių","Sirpučių g.",,
"Panerių","Liepų al.",,
"Panerių","Gunkliškių g.",,
"Panerių","Artojų g.",,
"Panerių","Vanagiškių g.",,
"Panerių","Vilkiškės g.",,
"Panerių","Bražuolės g.",,
"Panerių","Sangrūdos g.",,
"Panerių","Akmenės g.",,
"Panerių","Tylioji g.",,
"Panerių","Gerosios Valios g.",,
"Panerių","Trumpoji g.",,
"Panerių","Girių g.",,
"Panerių","Eglyno g.",,
"Panerių","Dedeliškių g.",,
"Panerių","Gaidžiabūdės g.",,
"Panerių","Kiemeliškių g.",,
"Panerių","Lygainių g.",,
"Panerių","Trivyžos g.",,
"Panerių","Vaidegų g.",,
"Panerių","Vinkšnų g.",,
"Panerių","Zigmantiškių g.",,
"Panerių","Speigo g.",,
"Panerių","Vėsos g.",,
"Panerių","Degenių g.",,
"Panerių","Guobų g.",,
"Panerių","Naujasodžio g.",,
"Panerių","Kazbėjų g.",,
"Panerių","Metropolio g.",,
"Panerių","Avilių g.",,
"Panerių","Bičiulių g.",,
"Panerių","Daniliškių g.",,
"Panerių","Dobrovolės g.",,
"Panerių","Ražienų g.",,
"Panerių","L. Ivinskio g.",,
"Panerių","T. Zano g.",,
"Panerių","I. Masalskio g.",,
"Panerių","E. Pliaterytės g.",,
"Panerių","Plikakalnio g.",,
"Panerių","Vaidotų g.",,
"Panerių","Kiaunių g.",,
"Panerių","Strazdų g.",,
"Panerių","Jaunystės g.",,
"Panerių","Šernų g.",,
"Panerių","Kopūstėlių g.",,
"Panerių","Vėjo g.",,
"Panerių","Stirnų g.",,
"Panerių","Kunigiškių g.",,
"Panerių","Šarkytės g.",,
"Panerių","Apuokų g.",,
"Panerių","Kiaunių Alksnyno g.",,
"Panerių","Ežių g.",,
"Panerių","Lelijų g.",,
"Panerių","Degučių g.",,
"Panerių","Daubiškių g.",,
"Panerių","Sakų g.,",,
"Panerių","Drevininkų g.",,
"Panerių","Medkirčių g.",,
"Panerių","Urėdų g.",,
"Panerių","Juliškių g.",,
"Panerių","Kovarniškių g.",,
"Panerių","Daškūnų g.",,
"Panerių","Dubelės g.",,
"Panerių","Baldžiukų g.",,
"Panerių","Laukymės g.",,
"Panerių","Adolfo Jucio g.",,
"Panerių","Saidžiukų g.",,
"Panerių","Grigalaukio g.",,
"Panerių","I.Vaičiūnaitės g.",,
"Panerių","Šalnaitės g.",,
"Panerių","Kunigiškių g.",,
"Panerių","Valkų g.",,
"Panerių","Gurelių g.",,
"Panerių","Pilypinės g.",,
"Panerių","Pranapolio g.",,
"Panerių","Mačiuliškių g.",,
"Panerių","Gairinės g.",,
"Panerių","Svyruonės g.",,
"Panerių","Petešos g.",,
"Panerių","Ožiakalnio g.",,
"Panerių","Bališkių g.",,
"Panerių","Mūrinės g.",,
"Panerių","Vokės g.",,
"Panerių","J. Janonio g.",,
"Panerių","A. Makūnaitės g.",,
"Panerių","J. Švažo g.",,
"Panerių","E. Andriolio g.",,
"Panerių","A. Gudaičio g.",,
"Panerių","S. Krasausko g.",,
"Panerių","D. Tarabildienės g.",,
"Pašilaičių","Lentvario g.","75-135, 80-88 ",
"Pašilaičių","Maceliškių g.","240-400, 241-399",
"Pašilaičių","Laisvės pr. ","124-186, 125-185",
"Pašilaičių","Ukmergės g. ",,
"Pašilaičių","Justiniškių g. ",,
"Pašilaičių","Žemynos g.",,
"Pašilaičių","Gabijos g. ",,
"Pašilaičių","Medeinos g. ","41-105, 42-104",
"Pašilaičių","Pašilaičių g.  ","3, 9, 11, ",
"Pašilaičių","Gineitiškių g.   ","52-100, 53-101",
"Pašilaičių","Baltrušaičio g. ",,
"Pašilaičių","Vakarinė g. ",,
"Pašilaičių","Antežerių g., Tarandė",,
"Pašilaičių","Baluosių g.",,
"Pašilaičių","Benykštaičių g.",,
"Pašilaičių","Čimbariškių g.",,
"Pašilaičių","Dagiliškių g.",,
"Pašilaičių","Gailašių g.",,
"Pašilaičių","Gegliškių g.",,
"Pašilaičių","Graužupių g.",,
"Pašilaičių","Grikienių g.",,
"Pašilaičių","Karališkių  g.",,
"Pašilaičių","Kelmiškių  g.",,
"Pašilaičių","Kelpių g.",,
"Pašilaičių","Laidagalvių g.",,
"Pašilaičių","Lazdakiemio g.",,
"Pašilaičių","Masionių g.",,
"Pašilaičių","Pagrandos g.",,
"Pašilaičių","Pikutiškių g.",,
"Pašilaičių","Putiniškių g.",,
"Pašilaičių","Raisteniškių g.",,
"Pašilaičių","Raudonbalės  g.",,
"Pašilaičių","Ryliškių  g.",,
"Pašilaičių","Tauliškių  g.",,
"Pašilaičių","Tekliūnų  g.",,
"Pašilaičių","Žalesos  g.",,
"Pašilaičių","Tarandės g.",,
"Pašilaičių","Žirgupės g.",,
"Pašilaičių","Fridricho Gedkanto g.",,
"Pašilaičių","Jono Glaubico g.",,
"Pašilaičių","Juozo Kamarausko g.",,
"Pašilaičių","Jozefo Pusjė  g.",,
"Pašilaičių","Mykolo Šulco  g.",,
"Pašilaičių","Tomo Žebrausko  g.",,
"Pašilaičių","Juodelių g. ",,
"Pašilaičių","S. Lasavicko g.",,
"Pašilaičių","V. Smakausko g.",,
"Pašilaičių","Pavilnionių g. ",,
"Pašilaičių","Budiniškių g.",,
"Pašilaičių","Dociškių g.",,
"Pašilaičių","Gileikių g.",,
"Pašilaičių","Grigalaukio g.",,
"Pašilaičių","Pumpėnų g.",,
"Pašilaičių","Pušaloto g.",,
"Pašilaičių","Sviliškių g.",,
"Pašilaičių","Virbeliškių g.",,
"Pašilaičių","Bieliūnų g.",,
"Pašilaičių","Girulių g.",,
"Pašilaičių","Eitminų g.",,
"Pašilaičių","Leičių g. ",,
"Pašilaičių","Perkūnkiemio g.",,
"Pašilaičių","Edinburgo g.",,
"Pilaitės","Duisburgo g.",,
"Pilaitės","Zalcburgo al.",,
"Pilaitės","Aistmarių g.                                                ",,
"Pilaitės","Alnos g.                                             ",,
"Pilaitės","Angelavos g.                                                ",,
"Pilaitės","Antanerės g.                                               ",,
"Pilaitės","Auros g.                                                                                                         ",,
"Pilaitės","Balgos g.                                                                                                        ",,
"Pilaitės","Bitėnų g.                                                                                                             ",,
"Pilaitės","J.Bobrovskio g.                                                                                                  ",,
"Pilaitės","A.Brako g.                                                                                                       ",,
"Pilaitės","J.Bretkūno g.                                                                                                     ",,
"Pilaitės","Danės g.                                                                                                            ",,
"Pilaitės","Darkiemio g.                                                                                                     ",,
"Pilaitės","Deimenos g.                                                                                                       ",,
"Pilaitės","Eitkūnų g.                                            ",,
"Pilaitės","Čekoniškių g.                                                                                                            ",,
"Pilaitės","Gedupės g.                                                                                                    ",,
"Pilaitės","Geležių g.                                                                                                             ",,
"Pilaitės","Gilijos g.                                                                                                              ",,
"Pilaitės","Gilužio g.                                                                                                            ",,
"Pilaitės","Gumbinės g.                                                                                                         ",,
"Pilaitės","Įsruties g.                                                                                                        ",,
"Pilaitės","M.Jankaus g.                                                                                                                                    ",,
"Pilaitės","Juodkrantės g.                                                                                                       ",,
"Pilaitės","I.Kanto alėja                                                                                                        ",,
"Pilaitės","Karaliaučiaus g.                                                                                                    ",,
"Pilaitės","Karvaičių g.                                                                                                        ",,
"Pilaitės","Katyčių g.                                           ",,
"Pilaitės","Kavoliuko g.                                                  ",,
"Pilaitės","Kintų g.                                                                                                       ",,
"Pilaitės","Kriaučiūnų g.                                                                                                        ",,
"Pilaitės","Labguvos g.                                                                                                       ",,
"Pilaitės","M.Mažvydo g.                                                                                                    ",,
"Pilaitės","Mielkiemio g.                                             ",,
"Pilaitės","Mikytų g.                                                                                                    ",,
"Pilaitės","Nadruvos g.                                                                    ",,
"Pilaitės","Nidos g.                                                                                                          ",,
"Pilaitės","Padekaniškių g.                                                                                                  ",,
"Pilaitės","Pajautos g.                                                                                                       ",,
"Pilaitės","Pakarčių g.                                                                                                            ",,
"Pilaitės","Pakluonės g.                                                                                                            ",,
"Pilaitės","Palvininkų g.                                                                                                        ",,
"Pilaitės","Papilėnų g.                                                                                                        ",,
"Pilaitės","Pervalkos g.                                                                                                       ",,
"Pilaitės","Pilaitės prospektas                                                                                                  ",,
"Pilaitės","Piliakalnio g.                                                                                                         ",,
"Pilaitės","Piliavos g.                                              ",,
"Pilaitės","Platiniškių g.                                              ",,
"Pilaitės","Preilos g.                                            ",,
"Pilaitės","M.Pretorijaus g.                                          ",,
"Pilaitės","Priegliaus g.                                              ",,
"Pilaitės","Ragainės g.                                                ",,
"Pilaitės","Rambyno g.                                              ",,
"Pilaitės","S.Rapolionio g.                                               ",,
"Pilaitės","Rasytės g.                                              ",,
"Pilaitės","L.Rėzos alėja                                                 ",,
"Pilaitės","Rojaus g.                                               ",,
"Pilaitės","Rusnės g.                                                ",,
"Pilaitės","Rūdavos g.                                              ",,
"Pilaitės","Saldenės g.                                               ",,
"Pilaitės","Salotės g.                                                ",,
"Pilaitės","Senosios Pilaitės kelias                                  ",,
"Pilaitės","I.Simonaitytės g.                                                  ",,
"Pilaitės","Skirvytės g.                                             ",,
"Pilaitės","Smalinės g.                                           ",,
"Pilaitės","Sodų 1-oji g.                                                 ",,
"Pilaitės","Sodų 2-oji g.                                                 ",,
"Pilaitės","Sodų 3-oji g.                                               ",,
